Timestamp,FIT101,LIT101,MV101,P101,P102,AIT201,AIT202,AIT203,FIT201,MV201,P201,P202,P203,P204,P205,P206,DPIT301,FIT301,LIT301,MV301,MV302,MV303,MV304,P301,P302,AIT401,AIT402,FIT401,LIT401,P401,P402,P403,P404,UV401,AIT501,AIT502,AIT503,AIT504,FIT501,FIT502,FIT503,FIT504,P501,P502,PIT501,PIT502,PIT503,FIT601,P601,P602,P603,Normal/Attack
 28/12/2015 10:00:10 AM,2.630433,524.1028,2,2,1,262.0161,8.394514,328.6337,2.441803,2,1,1,2,1,2,1,19.68756,2.210037,957.6071,1,2,1,1,1,2,148.808,155.96,1.715439,943.9118,1,2,1,1,2,7.878621,144.8859,264.5475,12.03538,1.726352,1.276162,0.7352687,0.3081062,2,1,251.1055,1.649953,189.8231,0.000128152,1,1,1,Normal
 28/12/2015 10:00:11 AM,2.621785,523.7496,2,2,1,262.0161,8.391951,328.6337,2.441803,2,1,1,2,1,2,1,19.72598,2.210037,957.2065,1,2,1,1,1,2,148.808,156.1138,1.716721,943.9118,1,2,1,1,2,7.878621,144.8859,264.5475,12.03538,1.726352,1.282183,0.7352687,0.3074016,2,1,251.1856,1.649953,189.9994,0.000128152,1,1,1,Normal
 28/12/2015 10:00:12 AM,2.61602,523.4355,2,2,1,262.0161,8.390669,328.6337,2.441803,2,1,1,2,1,2,1,19.75479,2.210037,957.5269,1,2,1,1,1,2,148.808,156.1138,1.717874,944.181,1,2,1,1,2,7.878621,144.8859,264.5475,12.03538,1.72725,1.275778,0.7352687,0.3066329,2,1,251.1856,1.649953,189.9994,0.000128152,1,1,1,Normal
 28/12/2015 10:00:13 AM,2.599366,523.043,2,2,1,262.0161,8.390669,328.6337,2.441803,2,1,1,2,1,2,1,19.79,2.210037,957.8875,1,2,1,1,1,2,148.808,156.1138,1.717874,943.9118,1,2,1,1,2,7.878621,144.8859,264.5475,12.03538,1.728275,1.272192,0.7352687,0.3066329,2,1,251.1856,1.649953,189.9994,0.000128152,1,1,1,Normal
 28/12/2015 10:00:14 AM,2.588476,522.729,2,2,1,262.0161,8.390669,328.6337,2.441803,2,1,1,2,1,2,1,19.79,2.209525,958.288,1,2,1,1,1,2,148.808,156.1138,1.717874,943.9887,1,2,1,1,2,7.878621,144.8859,264.5475,12.26609,1.728275,1.282951,0.7352687,0.3066329,2,1,251.1856,1.649953,189.9994,0.000128152,1,1,1,Normal
 28/12/2015 10:00:15 AM,2.567979,522.6505,2,2,1,262.0161,8.390669,328.6337,2.441803,2,1,1,2,1,2,1,19.73878,2.209525,958.288,1,2,1,1,1,2,148.808,156.1138,1.717874,944.4117,1,2,1,1,2,7.878621,144.8859,264.5475,12.26609,1.728275,1.282951,0.7352687,0.3066329,2,1,251.1856,1.649953,189.9994,0.000128152,1,1,1,Normal
 28/12/2015 10:00:16 AM,2.556769,522.6897,2,2,1,262.0161,8.390669,328.6337,2.441803,2,1,1,2,1,2,1,19.70997,2.207091,958.5684,1,2,1,1,1,2,148.808,156.1138,1.717874,944.527,1,2,1,1,2,7.878621,144.8859,264.5475,12.26609,1.729172,1.291533,0.7373172,0.3066329,2,1,251.1856,1.649953,189.8872,0.000128152,1,1,1,Normal
 28/12/2015 10:00:17 AM,2.53435,522.6897,2,2,1,262.0161,8.390669,328.6081,2.439881,2,1,1,2,1,2,1,19.68756,2.20581,958.7286,1,2,1,1,1,2,148.808,156.1138,1.716464,944.7962,1,2,1,1,2,7.878621,144.8859,264.5475,12.26609,1.729172,1.291533,0.7385975,0.30785,2,1,251.1856,1.649953,189.8872,0.000128152,1,1,1,Normal
 28/12/2015 10:00:18 AM,2.521859,522.6505,2,2,1,262.0161,8.390669,328.3773,2.439881,2,1,1,2,1,2,1,19.68756,2.205426,958.4882,1,2,1,1,1,2,148.808,156.1138,1.71608,945.4499,1,2,1,1,2,7.878621,144.8859,264.5475,12.26609,1.729172,1.284745,0.7385975,0.3083624,2,1,251.1856,1.649953,189.8872,0.000128152,1,1,1,Normal
 28/12/2015 10:00:19 AM,2.502642,522.6897,2,2,1,262.0161,8.390669,328.3773,2.439881,2,1,1,2,1,2,1,19.68756,2.205426,958.5684,1,2,1,1,1,2,148.808,156.1138,1.715824,945.5268,1,2,1,1,2,7.878621,144.8859,264.5475,12.26609,1.729172,1.288203,0.7385975,0.3083624,2,1,251.1856,1.649953,189.8872,0.000128152,1,1,1,Normal
 28/12/2015 10:00:20 AM,2.489191,522.729,2,2,1,262.0161,8.390669,328.3773,2.439881,2,1,1,2,1,2,1,19.68756,2.207347,958.8087,1,2,1,1,1,2,148.808,156.1138,1.715824,945.6806,1,2,1,1,2,7.878621,144.8859,264.5475,12.11228,1.729172,1.282823,0.7385975,0.3083624,2,1,251.1856,1.649953,189.8872,0.000128152,1,1,1,Normal
 28/12/2015 10:00:21 AM,2.473497,522.5327,2,2,1,262.0161,8.390669,328.6337,2.439881,2,1,1,2,1,2,1,19.68756,2.208628,958.5684,1,2,1,1,1,2,148.808,156.1138,1.715824,945.6806,1,2,1,1,2,7.878621,144.8859,264.5475,12.11228,1.729172,1.281286,0.7385975,0.3083624,2,1,251.1856,1.649953,189.8872,0.000128152,1,1,1,Normal
 28/12/2015 10:00:22 AM,2.458764,522.886,2,2,1,262.0161,8.390669,328.6337,2.439881,2,1,1,2,1,2,1,19.57872,2.208628,958.6084,1,2,1,1,1,2,148.808,156.1138,1.717361,945.9498,1,2,1,1,2,7.878621,144.8859,264.5475,12.11228,1.729172,1.287306,0.7385975,0.3079781,2,1,251.1856,1.649953,189.8872,0.000128152,1,1,1,Normal
 28/12/2015 10:00:23 AM,2.444031,523.4355,2,2,1,262.0161,8.390669,328.6337,2.439881,2,1,1,2,1,2,1,19.57232,2.208628,958.328,1,2,1,1,1,2,148.808,156.1138,1.718515,945.9498,1,2,1,1,2,7.878621,144.8859,264.5475,12.11228,1.729172,1.283464,0.7385975,0.3065689,2,1,251.1856,1.649953,189.8872,0.000128152,1,1,1,Normal
 28/12/2015 10:00:24 AM,2.434744,523.671,2,2,1,262.0161,8.390669,328.6337,2.439881,2,1,1,2,1,2,1,19.55311,2.211318,958.368,1,2,1,1,1,2,148.808,156.1138,1.718515,946.1036,1,2,1,1,2,7.878621,144.8859,264.5475,12.11228,1.729172,1.282439,0.7385975,0.3065689,2,1,251.1856,1.649953,189.8872,0.000128152,1,1,1,Normal
 28/12/2015 10:00:25 AM,2.423854,523.7496,2,2,1,262.0161,8.390669,328.6337,2.439881,2,1,1,2,1,2,1,19.55311,2.211318,958.1678,1,2,1,1,1,2,148.808,156.1138,1.718515,946.0267,1,2,1,1,2,7.878621,144.9116,264.5475,12.11228,1.729172,1.276547,0.7383414,0.3065689,2,1,251.1856,1.649953,189.8872,0.000128152,1,1,1,Normal
 28/12/2015 10:00:26 AM,2.421932,523.8281,2,2,1,262.0161,8.390669,328.6337,2.439881,2,1,1,2,1,2,1,19.60433,2.211318,958.1277,1,2,1,1,1,2,148.808,156.1138,1.718515,946.2958,1,2,1,1,2,7.878621,144.9116,264.5475,12.11228,1.729172,1.265659,0.7379573,0.3065689,2,1,251.1856,1.649953,189.8872,0.000128152,1,1,1,Normal
 28/12/2015 10:00:27 AM,2.425776,524.2598,2,2,1,262.0161,8.390669,328.6337,2.439881,2,1,1,2,1,2,1,19.60753,2.212215,958.0076,1,2,1,1,1,2,148.808,156.1138,1.718515,946.2958,1,2,1,1,2,7.878621,144.9116,264.5475,12.11228,1.728788,1.262457,0.7361649,0.3065689,2,1,251.1535,1.649953,189.8872,0.000128152,1,1,1,Normal
 28/12/2015 10:00:28 AM,2.471575,524.1421,2,2,1,262.0161,8.390669,328.6337,2.439881,2,1,1,2,1,2,1,19.65555,2.212215,957.9275,1,2,1,1,1,2,148.808,156.1138,1.717361,946.2958,1,2,1,1,2,7.878621,144.9116,264.5475,12.11228,1.72725,1.27027,0.7357808,0.3065689,2,1,251.0414,1.649953,189.8872,0.000128152,1,1,1,Normal
 28/12/2015 10:00:29 AM,2.527624,524.2598,2,2,1,262.0161,8.390669,328.6337,2.439881,2,1,1,2,1,2,1,19.68756,2.212215,957.6071,1,2,1,1,1,2,148.808,156.1138,1.717361,946.2958,1,2,1,1,2,7.878621,144.9116,264.5475,12.11228,1.72725,1.271551,0.7348846,0.3065689,2,1,251.0414,1.649953,189.8872,0.000128152,1,1,1,Normal
 28/12/2015 10:00:30 AM,2.554847,524.6523,2,2,1,262.0161,8.390669,328.6337,2.439881,2,1,1,2,1,2,1,19.68756,2.212215,957.6871,1,2,1,1,1,2,148.808,156.1138,1.717361,946.2958,1,2,1,1,2,7.878621,144.9116,264.5475,12.11228,1.72725,1.278724,0.7348846,0.3065689,2,1,251.0414,1.649953,189.8071,0.000128152,1,1,1,Normal
 28/12/2015 10:00:31 AM,2.598725,524.3383,2,2,1,262.0161,8.390669,328.6337,2.439881,2,1,1,2,1,2,1,19.68756,2.212215,957.3667,1,2,1,1,1,2,148.808,156.1138,1.717489,946.4881,1,2,1,1,2,7.878621,144.9116,264.5475,12.11228,1.72725,1.299603,0.7348846,0.3065689,2,1,251.0414,1.649953,189.8071,0.000128152,1,1,1,Normal
 28/12/2015 10:00:32 AM,2.639721,524.5346,2,2,1,262.0161,8.390669,328.4799,2.439881,2,1,1,2,1,2,1,19.68756,2.212215,957.7673,1,2,1,1,1,2,148.808,156.1138,1.717874,946.2189,1,2,1,1,2,7.878621,144.9116,264.5475,12.11228,1.72725,1.302293,0.7348846,0.3075937,2,1,251.0414,1.649953,189.8071,0.000128152,1,1,1,Normal
 28/12/2015 10:00:33 AM,2.667585,524.2991,2,2,1,262.0161,8.392271,328.403,2.439881,2,1,1,2,1,2,1,19.68756,2.212215,957.4869,1,2,1,1,1,2,148.808,155.96,1.717874,946.3343,1,2,1,1,2,7.878621,144.9116,264.5475,12.11228,1.725711,1.292814,0.7348846,0.3069532,2,1,250.9453,1.649953,189.5988,0.000128152,1,1,1,Normal
 28/12/2015 10:00:34 AM,2.673029,524.2991,2,2,1,262.0161,8.392271,328.403,2.439881,2,1,1,2,1,2,1,19.68756,2.212215,957.7272,1,2,1,1,1,2,148.808,155.96,1.717874,946.2574,1,2,1,1,2,7.878621,144.9116,264.5475,12.11228,1.72507,1.283592,0.7348846,0.3068251,2,1,250.8171,1.649953,189.5988,0.000128152,1,1,1,Normal
 28/12/2015 10:00:35 AM,2.653172,524.2206,2,2,1,262.0161,8.392271,328.403,2.439881,2,1,1,2,1,2,1,19.74838,2.209909,958.0076,1,2,1,1,1,2,148.808,155.96,1.71608,946.4112,1,2,1,1,2,7.878621,144.9116,264.5475,12.11228,1.72507,1.274625,0.7348846,0.3068251,2,1,250.7049,1.649953,189.5828,0.000128152,1,1,1,Normal
 28/12/2015 10:00:36 AM,2.629152,524.4561,2,2,1,262.0161,8.392271,328.403,2.439881,2,1,1,2,1,2,1,19.74838,2.209653,958.288,1,2,1,1,1,2,148.808,155.96,1.71608,946.2189,1,2,1,1,2,7.878621,144.9116,264.5475,12.11228,1.726737,1.271679,0.7348846,0.3068251,2,1,250.7049,1.649953,189.4546,0.000128152,1,1,1,Normal
 28/12/2015 10:00:37 AM,2.622105,524.4561,2,2,1,262.0161,8.392271,328.403,2.439881,2,1,1,2,1,2,1,19.74838,2.209653,958.2078,1,2,1,1,1,2,148.808,155.96,1.71608,946.1036,1,2,1,1,2,7.878621,144.9116,264.5475,12.11228,1.726737,1.271679,0.7359089,0.3083624,2,1,250.7049,1.649953,189.4546,0.000128152,1,1,1,Normal
 28/12/2015 10:00:38 AM,2.619543,524.8486,2,2,1,262.0161,8.392271,328.403,2.439881,2,1,1,2,1,2,1,19.74838,2.209653,958.4882,1,2,1,1,1,2,148.808,155.96,1.711723,946.1036,1,2,1,1,2,7.878621,144.9116,264.5475,12.11228,1.724045,1.281286,0.7359089,0.3084265,2,1,250.7049,1.649953,189.4226,0.000128152,1,1,1,Normal
 28/12/2015 10:00:39 AM,2.606412,525.3982,2,2,1,262.0161,8.392271,328.403,2.439881,2,1,1,2,1,2,1,19.68436,2.209653,958.328,1,2,1,1,1,2,148.808,155.96,1.711466,946.4112,1,2,1,1,2,7.878621,144.9116,264.5475,12.11228,1.724045,1.289612,0.7359089,0.3084265,2,1,250.7049,1.649953,189.3425,0.000128152,1,1,1,Normal
 28/12/2015 10:00:40 AM,2.589117,525.3196,2,2,1,262.0161,8.392271,328.403,2.439881,2,1,1,2,1,2,1,19.65555,2.209653,958.6084,1,2,1,1,1,2,148.808,155.96,1.711466,946.6419,1,2,1,1,2,7.878621,144.9116,264.5475,12.45834,1.724045,1.292046,0.7359089,0.3084265,2,1,250.6569,1.649953,189.3425,0.000128152,1,1,1,Normal
 28/12/2015 10:00:41 AM,2.574704,525.5159,2,2,1,262.0161,8.39131,328.403,2.439881,2,1,1,2,1,2,1,19.62994,2.209653,958.9689,1,2,1,1,1,2,148.808,155.96,1.711466,946.3343,1,2,1,1,2,7.878621,144.9116,264.5475,12.45834,1.724045,1.292046,0.7359089,0.3084265,2,1,250.5447,1.649953,189.3425,0.000128152,1,1,1,Normal
 28/12/2015 10:00:42 AM,2.556129,525.6729,2,2,1,262.0161,8.389067,328.403,2.439881,2,1,1,2,1,2,1,19.62033,2.209653,959.0891,1,2,1,1,1,2,148.808,155.96,1.711466,946.3343,1,2,1,1,2,7.878621,144.9116,264.5475,12.45834,1.724045,1.287947,0.7355248,0.3084265,2,1,250.5447,1.649953,189.3425,0.000128152,1,1,1,Normal
 28/12/2015 10:00:43 AM,2.545559,525.9084,2,2,1,262.0161,8.389067,328.403,2.437318,2,1,1,2,1,2,1,19.62033,2.209653,959.1691,1,2,1,1,1,2,148.808,155.96,1.711466,946.4112,1,2,1,1,2,7.878621,144.9116,264.5475,12.22763,1.723789,1.272192,0.7348846,0.3084265,2,1,250.5447,1.649953,189.3425,0.000128152,1,1,1,Normal
 28/12/2015 10:00:44 AM,2.524741,525.7907,2,2,1,262.0161,8.389067,328.403,2.437318,2,1,1,2,1,2,1,19.67796,2.209653,959.4095,1,2,1,1,1,2,148.808,155.96,1.710826,946.5266,1,2,1,1,2,7.878621,145.091,264.5475,12.22763,1.722123,1.271295,0.7348846,0.3084265,2,1,250.5447,1.649953,189.3745,0.000128152,1,1,1,Normal
 28/12/2015 10:00:45 AM,2.512891,525.9084,2,2,1,262.0161,8.389067,328.403,2.437318,2,1,1,2,1,2,1,19.67796,2.210678,959.4896,1,2,1,1,1,2,148.808,155.96,1.710826,946.2574,1,2,1,1,2,7.878621,145.091,264.3873,12.22763,1.722123,1.270655,0.7348846,0.3064407,2,1,250.5447,1.649953,189.3745,0.000128152,1,1,1,Normal
 28/12/2015 10:00:46 AM,2.495276,525.7122,2,2,1,262.0161,8.389067,328.4286,2.43924,2,1,1,2,1,2,1,19.67796,2.2126,959.8901,1,2,1,1,1,2,148.808,155.96,1.712363,946.2189,1,2,1,1,2,7.878621,145.091,264.3873,12.11228,1.722123,1.274753,0.7348846,0.3064407,2,1,250.721,1.649953,189.5347,0.000128152,1,1,1,Normal
 28/12/2015 10:00:47 AM,2.480863,525.5944,2,2,1,262.0161,8.389067,328.5312,2.440393,2,1,1,2,1,2,1,19.62354,2.213496,959.8901,1,2,1,1,1,2,148.808,155.96,1.714542,946.4496,1,2,1,1,2,7.878621,145.091,264.3873,12.03538,1.722379,1.290765,0.7348846,0.3064407,2,1,250.8331,1.649953,189.5347,0.000128152,1,1,1,Normal
 28/12/2015 10:00:48 AM,2.460366,525.3196,2,2,1,262.0161,8.389067,328.5312,2.440393,2,1,1,2,1,2,1,19.62354,2.213496,959.8901,1,2,1,1,1,2,148.808,155.96,1.714542,946.3343,1,2,1,1,2,7.878621,145.091,264.3873,12.03538,1.724173,1.307929,0.7348846,0.3064407,2,1,250.8812,1.649953,189.5347,0.000128152,1,1,1,Normal
 28/12/2015 10:00:49 AM,2.448195,525.3982,2,2,1,262.0161,8.389067,328.5312,2.440393,2,1,1,2,1,2,1,19.63954,2.212856,959.6898,1,2,1,1,1,2,148.808,155.96,1.715183,946.2958,1,2,1,1,2,7.878621,145.091,264.3873,12.03538,1.726737,1.307801,0.7348846,0.3064407,2,1,250.9132,1.649953,189.6629,0.000128152,1,1,1,Normal
 28/12/2015 10:00:50 AM,2.431221,525.5944,2,2,1,262.0161,8.389067,328.5312,2.440393,2,1,1,2,1,2,1,19.65235,2.212215,959.9702,1,2,1,1,1,2,148.808,155.96,1.715183,946.2189,1,2,1,1,2,7.878621,145.091,264.3873,12.03538,1.726737,1.306136,0.7348846,0.3064407,2,1,250.9933,1.649953,189.759,0.000128152,1,1,1,Normal
 28/12/2015 10:00:51 AM,2.420331,525.5944,2,2,1,262.0161,8.391951,328.5312,2.441675,2,1,1,2,1,2,1,19.65235,2.210678,959.81,1,2,1,1,1,2,148.808,155.96,1.715183,946.4112,1,2,1,1,2,7.878621,144.7834,264.2912,12.03538,1.727634,1.307929,0.7348846,0.3064407,2,1,251.0574,1.649953,189.759,0.000128152,1,1,1,Normal
 28/12/2015 10:00:52 AM,2.420331,525.3982,2,2,1,262.0161,8.391951,328.5312,2.441675,2,1,1,2,1,2,1,19.65235,2.210678,960.1304,1,2,1,1,1,2,148.808,155.96,1.716592,946.8342,1,2,1,1,2,7.878621,144.7834,264.2592,12.03538,1.728531,1.29243,0.7348846,0.3064407,2,1,251.0574,1.649953,189.759,0.000128152,1,1,1,Normal
 28/12/2015 10:00:53 AM,2.435384,525.7122,2,2,1,262.0161,8.391951,328.5312,2.440906,2,1,1,2,1,2,1,19.65235,2.21055,960.1304,1,2,1,1,1,2,148.808,155.96,1.717233,946.9111,1,2,1,1,2,7.878621,145.0397,264.2592,12.03538,1.728531,1.28641,0.7348846,0.3064407,2,1,251.0574,1.649953,189.759,0.000128152,1,1,1,Normal
 28/12/2015 10:00:54 AM,2.481504,525.6729,2,2,1,262.0161,8.391951,328.5312,2.440906,2,1,1,2,1,2,1,19.70357,2.209397,960.0103,1,2,1,1,1,2,148.808,155.96,1.717233,946.5266,1,2,1,1,2,7.878621,145.0397,264.2592,12.03538,1.728531,1.287434,0.7348846,0.3071454,2,1,251.0574,1.649953,189.759,0.000128152,1,1,1,Normal
 28/12/2015 10:00:55 AM,2.519617,525.5944,2,2,1,262.0161,8.391951,328.5312,2.440906,2,1,1,2,1,2,1,19.70357,2.208884,960.1705,1,2,1,1,1,2,148.808,155.96,1.717233,946.4112,1,2,1,1,2,7.878621,145.0397,264.2592,12.03538,1.728531,1.280646,0.7348846,0.3071454,2,1,251.0574,1.649953,189.759,0.000128152,1,1,1,Normal
 28/12/2015 10:00:56 AM,2.554847,525.5944,2,2,1,262.0161,8.391951,328.5312,2.440906,2,1,1,2,1,2,1,19.70357,2.208884,960.0904,1,2,1,1,1,2,148.808,155.96,1.718643,946.3343,1,2,1,1,2,7.878621,145.0397,264.2592,12.03538,1.726993,1.288075,0.7348846,0.3066329,2,1,251.0574,1.649953,189.759,0.000128152,1,1,1,Normal
 28/12/2015 10:00:57 AM,2.602569,525.5159,2,2,1,262.0161,8.391951,328.5312,2.440906,2,1,1,2,1,2,1,19.75479,2.208884,959.81,1,2,1,1,1,2,148.808,155.96,1.719924,946.3343,1,2,1,1,2,7.878621,145.0397,264.2592,12.03538,1.726609,1.292046,0.7348846,0.3065689,2,1,251.0574,1.649953,189.759,0.000128152,1,1,1,Normal
 28/12/2015 10:00:58 AM,2.632995,525.5159,2,2,1,262.0161,8.391951,328.5055,2.440906,2,1,1,2,1,2,1,19.75479,2.208884,959.6097,1,2,1,1,1,2,148.808,155.96,1.719924,946.3343,1,2,1,1,2,7.878621,145.0397,264.2592,12.03538,1.726609,1.285513,0.7348846,0.3065689,2,1,251.0734,1.649953,189.9673,0.000128152,1,1,1,Normal
 28/12/2015 10:00:59 AM,2.649329,525.5944,2,2,1,262.0161,8.391951,328.5055,2.4427,2,1,1,2,1,2,1,19.70677,2.207347,959.7299,1,2,1,1,1,2,148.808,155.96,1.719924,946.1036,1,2,1,1,2,7.878621,145.0397,264.4194,12.03538,1.726609,1.272704,0.7348846,0.3065689,2,1,251.2337,1.649953,189.9673,0.000128152,1,1,1,Normal
 28/12/2015 10:01:00 AM,2.656375,525.5159,2,2,1,262.0161,8.391951,328.403,2.443085,2,1,1,2,1,2,1,19.69076,2.20645,959.6898,1,2,1,1,1,2,148.808,155.96,1.719924,946.0651,1,2,1,1,2,7.878621,145.0397,264.4194,12.03538,1.728916,1.271679,0.7348846,0.3065689,2,1,251.2817,1.649953,189.9673,0.000128152,1,1,1,Normal
 28/12/2015 10:01:01 AM,2.652211,525.1234,2,2,1,262.0161,8.391951,328.3517,2.443085,2,1,1,2,1,2,1,19.65235,2.20645,959.6898,1,2,1,1,1,2,148.808,155.96,1.719924,945.9498,1,2,1,1,2,7.878621,145.0397,264.4194,12.03538,1.729428,1.270911,0.7348846,0.3065689,2,1,251.3138,1.649953,190.1436,0.000128152,1,1,1,Normal
 28/12/2015 10:01:02 AM,2.636838,525.2019,2,2,1,262.0161,8.389708,328.3517,2.441034,2,1,1,2,1,2,1,19.65235,2.20645,959.7299,1,2,1,1,1,2,148.808,155.96,1.719924,946.2958,1,2,1,1,2,7.878621,145.0397,264.4194,12.03538,1.73071,1.277699,0.7348846,0.3065689,2,1,251.506,1.649953,190.1436,0.000128152,1,1,1,Normal
 28/12/2015 10:01:03 AM,2.625628,525.2411,2,2,1,262.0161,8.389708,328.3517,2.440137,2,1,1,2,1,2,1,19.70357,2.20645,959.5296,1,2,1,1,1,2,148.808,156.1907,1.719924,946.4881,1,2,1,1,2,7.878621,145.0397,264.4194,12.03538,1.731479,1.282311,0.7348846,0.3065689,2,1,251.506,1.649953,190.1436,0.000128152,1,1,1,Normal
 28/12/2015 10:01:04 AM,2.620504,524.8094,2,2,1,262.0161,8.389708,328.3517,2.440137,2,1,1,2,1,2,1,19.74198,2.20645,959.6097,1,2,1,1,1,2,148.808,156.1907,1.720693,946.6419,1,2,1,1,2,7.878621,145.0397,264.4194,12.30454,1.731479,1.282311,0.7348846,0.3065689,2,1,251.506,1.649953,190.1436,0.000128152,1,1,1,Normal
 28/12/2015 10:01:05 AM,2.610575,524.4561,2,2,1,262.0161,8.389708,328.3517,2.440521,2,1,1,2,1,2,1,19.69076,2.20645,959.3293,1,2,1,1,1,2,148.808,156.1907,1.720693,946.9111,1,2,1,1,2,7.878621,145.0397,264.4194,12.30454,1.731479,1.282311,0.7348846,0.3065689,2,1,251.506,1.649953,190.1436,0.000128152,1,1,1,Normal
 28/12/2015 10:01:06 AM,2.595202,524.0243,2,2,1,262.0161,8.389708,328.3517,2.441419,2,1,1,2,1,2,1,19.67476,2.209525,959.3694,1,2,1,1,1,2,148.808,156.0882,1.718643,946.988,1,2,1,1,2,7.878621,145.0397,264.4194,12.30454,1.732504,1.291405,0.7348846,0.3065689,2,1,251.506,1.649953,190.1436,0.000128152,1,1,1,Normal
 28/12/2015 10:01:07 AM,2.575345,523.9458,2,2,1,262.0161,8.389708,328.3517,2.441419,2,1,1,2,1,2,1,19.67476,2.210166,959.5697,1,2,1,1,1,2,148.808,155.96,1.718643,947.2571,1,2,1,1,2,7.878621,145.0397,264.4194,12.30454,1.732504,1.29243,0.7348846,0.3065689,2,1,251.506,1.649953,190.1436,0.000128152,1,1,1,Normal
